Order_Date,Category,Sub-Category,Product_Name,Customer_Name,Region,Sales,Profit,Profit_Margin,Quantity
2025-08-19,Books,Biography,Biography Iusto,Khushi Rana,East,97598.4,20702.55,21.21197683568583,2
2025-01-06,Beauty,Lipstick,Lipstick Unde,Raghav Khurana,East,98280.0,7433.84,7.563939763939764,4
2025-09-01,Home Decor,Wall Art,Wall Art Quos,Tara Sharaf,South,23670.0,4727.76,19.97363751584284,5
2024-06-21,Furniture,Bed,Bed Iusto,Hiran Buch,North,63998.1,4593.02,7.176806811452216,1
2025-05-26,Clothing,Accessories,Accessories Alias,Vaibhav Sarraf,West,29466.0,2215.8,7.5198533903481986,4
2024-12-30,Kitchen,Juicer,Juicer Vero,Eshani Sahota,South,220561.5,48660.78,22.06222754197809,5
2025-03-27,Groceries,Sugar,Sugar Dolor,Stuvan Dayal,North,33125.0,6898.31,20.825086792452833,1
2025-09-11,Furniture,Cabinet,Cabinet Nihil,Damini Majumdar,West,17599.0,1392.83,7.914256491846128,1
2025-02-14,Kitchen,Juicer,Juicer Blanditiis,Vritika Subramaniam,North,210280.5,42654.73,20.284681651413234,5
2023-10-27,Furniture,Sofa,Sofa Aut,Kanav Chaudhari,North,109497.0,12674.21,11.574938126158706,5
2024-06-17,Kitchen,Juicer,Juicer Laboriosam,Taran Karan,West,110912.0,9667.72,8.71656809001731,5
2024-04-20,Electronics,Smartwatch,Smartwatch Ut,Taran Goyal,East,143879.4,27406.72,19.04839747733171,4
2025-08-29,Electronics,Camera,Camera Iusto,Lakshay Dasgupta,West,147048.0,31514.86,21.431682171807847,3
2024-03-05,Electronics,Headphones,Headphones Esse,Yasmin Shroff,South,2360.0,380.11,16.10635593220339,5
2023-12-08,Kitchen,Cookware Set,Cookware Set Praesentium,Taran Singh,North,97913.2,19892.34,20.316300560087917,4
2025-05-25,Kitchen,Microwave,Microwave Molestiae,Hunar Wason,East,136738.25,26610.04,19.46056790985697,5
2025-08-31,Groceries,Rice,Rice Dicta,Saanvi Raj,East,134250.0,22469.48,16.737042830540037,2
2024-02-10,Books,Biography,Biography Similique,Jayesh Thakkar,West,177229.25,36719.2,20.718476210896338,5
2024-10-25,Home Decor,Vase,Vase Eveniet,Hrishita Chana,North,28657.6,1832.41,6.394150242867512,1
2025-04-04,Groceries,Oil,Oil Nihil,Anya Sarraf,North,172624.8,20223.28,11.715164912573396,3
2024-08-09,Clothing,Shoes,Shoes Incidunt,Lavanya Yogi,North,100057.8,18468.25,18.457581517882662,3
2024-01-01,Sports,Cricket Bat,Cricket Bat Distinctio,Indranil Char,South,37840.8,8626.75,22.797483139891334,3
2024-05-28,Home Decor,Wall Art,Wall Art Saepe,Gokul Chacko,South,200404.5,47036.01,23.47053584126105,5
2025-09-14,Beauty,Lipstick,Lipstick Autem,Samarth Subramaniam,East,70187.4,8192.39,11.672166229266221,2
2025-07-28,Toys,Puzzle,Puzzle Illo,Himmat Srinivasan,South,129056.0,28396.22,22.003021943962313,5
2024-10-23,Beauty,Perfume,Perfume Ipsam,Rati Dayal,East,61675.2,10994.61,17.82663047707993,3
2024-01-02,Groceries,Sugar,Sugar Quasi,Ranbir Cheema,South,130281.0,7739.61,5.940705091302646,3
2024-04-04,Toys,Puzzle,Puzzle Ex,Dhanuk Chawla,West,6722.4,1422.03,21.15360585505177,1
2024-11-20,Toys,RC Car,RC Car Natus,Jivika Vohra,West,242216.0,51974.15,21.457769098655746,5
2023-11-17,Groceries,Spices,Spices Officiis,Kiaan Golla,North,69416.1,10821.74,15.589668679168087,2
2025-07-13,Clothing,Women's Wear,Women's Wear Optio,Shayak Kannan,South,8521.5,1574.14,18.472569383324533,5
2024-04-17,Home Decor,Wall Art,Wall Art Eius,Shanaya Raja,North,116686.6,23786.99,20.38536558610843,4
2025-09-05,Kitchen,Mixer Grinder,Mixer Grinder Sequi,Vardaniya Vala,West,79166.0,16368.63,20.676338327059597,2
2025-09-16,Groceries,Sugar,Sugar Nostrum,Nitara Saraf,South,184346.55,27785.76,15.072568485821947,3
2024-10-15,Home Decor,Lamp,Lamp Nostrum,Eshani Dora,West,185212.0,45900.32,24.782584281795998,4
2024-01-15,Clothing,Kids Wear,Kids Wear Velit,Lavanya Ahuja,West,220609.0,29884.88,13.54653708597564,5
2024-11-11,Furniture,Sofa,Sofa Voluptatibus,Kabir Bajwa,West,115824.6,23231.6,20.05756980814093,3
2024-03-12,Books,Fiction,Fiction Quisquam,Anahi Upadhyay,North,54052.8,3842.98,7.109677944528313,3
2024-02-16,Furniture,Bed,Bed Sit,Alisha Balakrishnan,South,123748.95,9391.17,7.588888632994461,3
2024-04-15,Books,Biography,Biography Qui,Trisha Tiwari,East,53482.0,4786.7,8.95011405706593,1
2024-08-20,Kitchen,Refrigerator,Refrigerator Fuga,Aaina Ramaswamy,North,86202.0,6240.3,7.239159184241665,5
2025-03-01,Toys,Puzzle,Puzzle Magni,Ranbir Khanna,South,23716.0,1920.82,8.09925788497217,2
2025-02-21,Kitchen,Mixer Grinder,Mixer Grinder Cumque,Mishti Venkatesh,East,38599.2,6237.98,16.1609048892205,2
2024-06-17,Furniture,Sofa,Sofa Temporibus,Ehsaan Shanker,South,23826.0,5582.01,23.428229665071772,1
2024-10-18,Sports,Dumbbells,Dumbbells Maxime,Dhanuk Ratti,East,101964.8,18543.85,18.186521230856137,2
2024-06-15,Toys,Action Figure,Action Figure Ipsum,Saira Sastry,East,169059.2,27423.41,16.221187607654596,4
2025-05-02,Books,Comics,Comics Distinctio,Ritvik Dua,West,6645.6,916.28,13.787769351149631,2
2025-01-23,Beauty,Perfume,Perfume Soluta,Shray Sundaram,South,47648.0,4557.06,9.564011081262592,2
2023-11-09,Sports,Yoga Mat,Yoga Mat Et,Inaaya  Mand,North,128282.0,19421.47,15.139668854554811,2
2024-01-28,Kitchen,Juicer,Juicer Magni,Shlok Gade,West,147071.25,29649.75,20.160126469313344,3
2024-11-27,Sports,Football,Football Aliquid,Indrajit Reddy,South,61199.1,12278.12,20.06258261967905,1
2025-09-22,Groceries,Rice,Rice Facilis,Tushar Sankaran,West,196069.5,24398.52,12.443812015637313,5
2024-12-28,Kitchen,Refrigerator,Refrigerator Magni,Jhanvi Subramaniam,South,36481.15,3113.28,8.533941501295875,1
2023-12-04,Home Decor,Vase,Vase Debitis,Rati Dhar,West,22260.0,3227.59,14.499505840071878,4
2024-01-06,Home Decor,Wall Art,Wall Art Dolores,Taran Chahal,West,23765.2,1926.46,8.1062225438877,2
2024-11-23,Kitchen,Cookware Set,Cookware Set Natus,Vritika Dube,West,121340.8,11472.37,9.4546681742662,4
2025-05-11,Furniture,Bed,Bed Consequuntur,Kavya Mahal,North,111042.3,13068.28,11.768740380917903,2
2024-03-06,Electronics,Headphones,Headphones Aperiam,Vaibhav Dhar,East,269413.2,47063.23,17.46879143263953,4
2025-01-11,Furniture,Chair,Chair Quo,Jayan Hari,West,17300.05,1476.21,8.532981118551682,1
2025-08-07,Sports,Football,Football Hic,Keya Kunda,North,147564.8,11329.56,7.6776846510821,4
2025-05-07,Kitchen,Cookware Set,Cookware Set Quaerat,Vardaniya Ramachandran,South,92796.0,10050.59,10.830844001896633,5
2024-01-06,Sports,Tennis Racket,Tennis Racket Omnis,Ryan Mand,West,193249.8,37738.28,19.528237545394614,3
2024-04-20,Kitchen,Mixer Grinder,Mixer Grinder Et,Devansh Sethi,South,125199.9,8827.0,7.0503251200679875,2
2024-12-10,Toys,Puzzle,Puzzle In,Tejas Ramachandran,South,64619.1,13758.87,21.29226498047791,3
2025-02-24,Books,Non-Fiction,Non-Fiction Tenetur,Pranay Mahal,West,89520.0,11391.53,12.725122877569259,2
2024-01-26,Groceries,Wheat,Wheat Sit,Ira Andra,West,95801.8,11204.61,11.695615322467845,4
2025-09-22,Beauty,Foundation,Foundation Temporibus,Himmat Bahri,South,17120.0,1933.29,11.292581775700935,2
2025-04-18,Books,Non-Fiction,Non-Fiction Quod,Vihaan Kannan,South,20838.0,5084.45,24.3998944236491,1
2024-02-18,Clothing,Accessories,Accessories Ipsum,Vihaan Varty,East,119031.2,22802.84,19.157027737265526,4
2025-07-23,Furniture,Bed,Bed Tempora,Ayesha Srinivas,North,9075.6,1480.11,16.308673806690464,4
2024-08-10,Toys,Puzzle,Puzzle Soluta,Hansh Chaudhuri,East,93586.7,20925.31,22.35927754691639,2
2024-01-04,Books,Fiction,Fiction Laborum,Aarush Bahl,East,263836.8,56203.35,21.30231643197613,4
2024-12-06,Groceries,Oil,Oil Exercitationem,Rati Bhatti,East,93478.4,10820.44,11.57533719019581,4
2025-06-05,Groceries,Sugar,Sugar Similique,Shanaya Chaudry,West,223924.5,13670.89,6.10513364995791,5
2023-10-21,Toys,Board Game,Board Game Tempora,Anay Upadhyay,East,193081.5,16436.26,8.512602191302635,5
2024-09-14,Books,Biography,Biography Sint,Darshit Keer,West,27223.2,5327.56,19.569925651650063,1
2024-05-29,Toys,RC Car,RC Car Animi,Umang Iyengar,North,22701.2,5387.57,23.732533962962307,2
2025-05-07,Kitchen,Cookware Set,Cookware Set Harum,Zain Wadhwa,South,21751.5,3356.24,15.429924373031746,3
2024-08-09,Clothing,Kids Wear,Kids Wear Eveniet,Saira Ratti,North,60129.0,7808.18,12.985714048129854,2
2025-07-07,Groceries,Sugar,Sugar Nihil,Zara Sinha,South,4954.5,683.19,13.789282470481382,5
2025-05-10,Books,Fiction,Fiction Nisi,Anahi Rao,South,222616.35,11985.08,5.38373753769658,3
2024-02-04,Groceries,Wheat,Wheat Necessitatibus,Miraya Jha,South,18347.25,2938.7,16.017114281431823,1
2023-11-27,Groceries,Spices,Spices Dolores,Farhan Kata,North,64034.75,13472.26,21.038982739840478,1
2024-02-16,Beauty,Lipstick,Lipstick Molestias,Mehul Suri,North,82060.8,7654.7,9.328083567306193,2
2024-01-29,Books,Comics,Comics Nesciunt,Tarini Ganesan,North,69777.0,5260.27,7.538687533141293,2
2024-12-20,Electronics,Camera,Camera Vel,Nitya Dayal,West,150576.9,18926.24,12.5691523733056,2
2024-05-16,Clothing,Shoes,Shoes Sapiente,Inaaya  Sinha,West,45505.6,5533.46,12.159953939734889,4
2024-12-08,Groceries,Wheat,Wheat Magni,Eva Deshpande,South,188886.6,17971.48,9.514428233659771,3
2024-03-10,Toys,Doll,Doll Voluptatem,Shanaya Gill,West,140517.6,7625.21,5.426515966683177,3
2023-11-09,Sports,Yoga Mat,Yoga Mat Dolor,Keya Goswami,East,243584.5,33129.89,13.60098446329713,5
2024-06-22,Furniture,Bed,Bed Laudantium,Raghav Gala,East,54834.35,7152.58,13.043976996171198,1
2025-06-15,Home Decor,Vase,Vase Quia,Neysa Chacko,North,16561.4,3249.54,19.621167292620186,2
2024-02-03,Sports,Yoga Mat,Yoga Mat Sed,Chirag Banik,West,23856.0,1667.57,6.990149228705567,3
2023-10-14,Home Decor,Vase,Vase Dolorum,Nirvaan Bhargava,South,61930.5,12070.69,19.49070328836357,3
2024-02-14,Groceries,Sugar,Sugar Labore,Ayesha Dani,South,25956.9,2731.44,10.52298232839823,1
2024-10-01,Kitchen,Cookware Set,Cookware Set Ipsum,Adira Tank,North,218351.4,27349.58,12.525488730550846,4
2023-12-16,Toys,RC Car,RC Car Reiciendis,Romil Mall,East,119714.85,10320.87,8.62121115300232,3
2025-09-02,Books,Comics,Comics Quo,Vritika Divan,North,193808.55,22075.6,11.390415954301293,3
2024-09-09,Furniture,Bed,Bed Repellendus,Stuvan Saxena,West,146682.9,24928.05,16.994516743260462,3
2024-04-30,Beauty,Face Cream,Face Cream Reiciendis,Aarna Anand,North,147248.0,11285.43,7.664233130500923,5
2024-12-03,Clothing,Shoes,Shoes Vitae,Elakshi Mall,East,152056.05,28118.74,18.492351997832383,3
2024-05-07,Home Decor,Lamp,Lamp Sequi,Taimur Kapoor,West,111032.0,27244.71,24.53770984941278,2
2024-06-30,Kitchen,Microwave,Microwave Perferendis,Tejas Jayaraman,North,156618.0,36975.33,23.60860820595334,5
2023-10-28,Furniture,Chair,Chair Dolores,Farhan Kumar,West,91027.2,20804.21,22.854937864726146,4
2025-08-22,Beauty,Foundation,Foundation Illum,Vaibhav Borra,East,158521.75,33381.87,21.058227025628977,5
2024-02-20,Toys,Doll,Doll Dolorum,Mohanlal Kar,South,13406.4,3144.07,23.452007996180928,3
2025-03-21,Toys,Doll,Doll Incidunt,Zeeshan Bajaj,South,304932.0,36668.09,12.025005575013445,4
2024-12-11,Electronics,Headphones,Headphones At,Romil Ghose,East,39677.15,9112.81,22.967400632353886,1
2024-03-12,Electronics,Mobile,Mobile Fugiat,Prisha Gopal,South,80823.15,7678.45,9.500310245270075,3
2025-04-07,Sports,Tennis Racket,Tennis Racket Voluptate,Jayant Sem,East,134099.2,22270.89,16.60777245501837,4
2024-07-28,Books,Biography,Biography Non,Samar Bhalla,West,36970.0,4223.29,11.423559642953746,5
2025-01-08,Clothing,Accessories,Accessories Repellendus,Shayak Chaudhary,North,112759.3,16441.9,14.58141368383805,2
2025-05-20,Clothing,Kids Wear,Kids Wear Accusamus,Kimaya Kakar,West,151861.5,26812.07,17.655607247393185,5
2023-10-29,Toys,Action Figure,Action Figure Natus,Dhruv Bahl,North,1242.7,114.31,9.198519353021647,2
2025-06-04,Clothing,Kids Wear,Kids Wear Nemo,Yuvaan Vig,West,141048.4,13478.66,9.556053099503433,4
2025-01-24,Home Decor,Clock,Clock Iure,Lakshit Sridhar,East,70281.6,15372.19,21.872282361243908,3
2024-09-09,Home Decor,Clock,Clock Dolor,Khushi Dugal,East,13598.1,2934.86,21.582868194821337,1
2024-02-06,Beauty,Foundation,Foundation Totam,Sahil Kale,East,18325.5,2830.27,15.444435349649396,1
2024-08-29,Beauty,Face Cream,Face Cream Voluptas,Kimaya Issac,East,173062.4,31705.38,18.320201268444215,4
2025-02-24,Beauty,Lipstick,Lipstick Esse,Chirag Bera,South,30844.6,6972.64,22.60570731991986,2
2024-09-06,Sports,Cricket Bat,Cricket Bat Modi,Devansh Walia,North,35699.2,4378.39,12.264672597705273,1
2025-03-23,Home Decor,Lamp,Lamp Nostrum,Riya Bhandari,South,62043.0,10538.83,16.98633206002289,3
2023-10-26,Clothing,Women's Wear,Women's Wear Tenetur,Neelofar Banerjee,West,1017.45,146.99,14.446901567644602,1
2023-10-07,Sports,Dumbbells,Dumbbells Voluptates,Aaryahi Mahajan,West,9223.2,789.51,8.560044236273743,1
2024-06-13,Kitchen,Cookware Set,Cookware Set Quidem,Mamooty Shankar,West,86477.55,14191.99,16.411184174389767,3
2025-08-01,Groceries,Spices,Spices Quibusdam,Farhan De,West,272724.0,47541.58,17.432121852128894,4
2025-09-13,Electronics,Headphones,Headphones Sed,Anahi Date,South,134412.0,16686.39,12.414360324970984,3
2024-03-15,Home Decor,Vase,Vase Ea,Parinaaz Datta,West,311690.25,67820.74,21.75901876943536,5
2024-05-12,Books,Non-Fiction,Non-Fiction Cum,Rania Mand,South,127514.7,19052.36,14.94130480642624,2
2025-05-04,Books,Biography,Biography Deserunt,Rania Sanghvi,West,34193.8,7109.46,20.791663985868784,2
2023-10-28,Home Decor,Lamp,Lamp Sed,Anahi Date,West,20008.9,1003.16,5.013568961811994,2
2025-01-28,Books,Biography,Biography Repudiandae,Zain Sha,West,46017.0,11480.17,24.947671512701827,1
2024-11-11,Beauty,Face Cream,Face Cream Nisi,Hunar Seth,East,138432.0,13386.86,9.670350785945447,5
2025-09-03,Home Decor,Cushion,Cushion Praesentium,Mohanlal Sha,East,103770.0,18282.64,17.618425363785295,5
2024-02-28,Beauty,Perfume,Perfume Veniam,Farhan Dave,North,214496.0,13543.77,6.314229635983888,4
2024-10-02,Groceries,Oil,Oil Iusto,Myra Dua,South,265780.0,45958.29,17.291854165098954,5
2024-04-13,Toys,RC Car,RC Car Ab,Suhana Mani,North,223760.0,18817.06,8.40948337504469,4
2024-12-11,Toys,Puzzle,Puzzle Tempora,Shanaya Devan,West,135137.5,8543.18,6.3218425677550645,5
2025-05-31,Sports,Yoga Mat,Yoga Mat Voluptatem,Onkar Bora,West,278914.5,30971.48,11.104291817026365,5
2025-09-02,Home Decor,Clock,Clock Animi,Piya Koshy,South,166381.2,18545.21,11.146217240890195,4
2024-07-24,Kitchen,Microwave,Microwave Ex,Kismat Chowdhury,West,111732.5,17413.74,15.585205736916297,5
2025-02-01,Groceries,Oil,Oil Quisquam,Akarsh Sastry,West,14972.8,3146.42,21.014239153665315,4
2025-05-17,Toys,Puzzle,Puzzle Commodi,Rati Ramaswamy,North,2456.0,458.44,18.66612377850163,4
2024-11-24,Furniture,Table,Table Excepturi,Prerak Shan,South,11265.1,670.04,5.947927670415709,1
2024-12-06,Books,Textbook,Textbook Assumenda,Kashvi Raja,East,198909.0,45906.61,23.0792020471673,3
2023-10-11,Books,Textbook,Textbook Nihil,Onkar Johal,East,135717.6,9387.13,6.916663719370221,3
2025-05-10,Electronics,Smartwatch,Smartwatch Aperiam,Ryan Srivastava,West,31082.4,4063.2,13.072349625511542,1
2025-09-06,Home Decor,Lamp,Lamp Ut,Yakshit Brahmbhatt,South,83368.0,8546.61,10.251667306400538,4
2024-10-15,Beauty,Face Cream,Face Cream Recusandae,Baiju Jaggi,South,17054.4,2561.68,15.020639834881319,4
2025-07-12,Sports,Cricket Bat,Cricket Bat Officiis,Zaina Chakrabarti,West,83216.0,6068.01,7.2918789655835425,2
2024-02-20,Kitchen,Mixer Grinder,Mixer Grinder Earum,Ivana Sandal,West,158094.0,32036.26,20.2640580920212,5
2025-02-10,Electronics,Laptop,Laptop Et,Kabir Dani,South,56541.6,5767.1,10.199746735147219,3
2025-09-03,Clothing,Women's Wear,Women's Wear Explicabo,Alisha Bhagat,South,115843.2,27905.64,24.08914808983177,2
2024-03-11,Furniture,Cabinet,Cabinet Neque,Jivika Wali,West,49260.0,10532.59,21.381628095818108,5
2024-08-09,Groceries,Sugar,Sugar Recusandae,Aradhya Bassi,North,4156.8,431.16,10.372401847575057,4
2024-08-31,Books,Textbook,Textbook Error,Jivin Lal,North,1238.4,283.82,22.918281653746767,1
2024-09-03,Toys,Action Figure,Action Figure Voluptatem,Charvi Dora,North,22916.0,1924.59,8.398455227788444,1
2025-09-23,Beauty,Foundation,Foundation Sapiente,Tarini Sant,East,11200.0,1427.14,12.74232142857143,2
2025-01-14,Sports,Cricket Bat,Cricket Bat Officiis,Emir Batta,North,33180.3,3695.39,11.137301350500145,3
2024-05-08,Electronics,Mobile,Mobile Vitae,Prerak Dani,East,11335.6,2562.19,22.603038215886233,1
2024-02-14,Groceries,Oil,Oil Cupiditate,Drishya Amble,South,15638.4,1947.58,12.453831594024964,1
2024-08-31,Groceries,Spices,Spices Natus,Bhavin Chowdhury,East,223749.75,47403.62,21.185999090501777,5
2024-09-05,Kitchen,Refrigerator,Refrigerator Vero,Adah Jhaveri,East,168714.0,13616.72,8.070889197102789,5
2025-01-30,Books,Textbook,Textbook Placeat,Raunak Keer,North,48178.0,7140.03,14.820104612063597,1
2024-03-13,Electronics,Laptop,Laptop Quasi,Dhanush Samra,West,139862.0,27076.75,19.359618767070398,2
2023-10-25,Electronics,Camera,Camera Facere,Kaira Bera,South,58392.9,3188.26,5.460013118033186,1
2023-12-24,Home Decor,Clock,Clock Fugit,Kiara Lad,West,173398.4,17229.79,9.936533439754923,4
2025-10-02,Home Decor,Vase,Vase Et,Anahita Chada,North,6863.75,1180.7,17.2019668548534,5
2025-04-30,Electronics,Mobile,Mobile Voluptates,Indranil Khurana,North,244614.4,19458.47,7.954752459380969,4
2025-03-25,Clothing,Women's Wear,Women's Wear Maiores,Navya Thakur,South,38142.9,5554.72,14.56291996675659,3
2024-12-18,Furniture,Sofa,Sofa Praesentium,Kismat Tara,North,158157.9,25712.93,16.257758859974746,3
2024-03-30,Groceries,Spices,Spices Temporibus,Vanya Mallick,West,194187.6,37261.47,19.18838793002231,4
2024-07-22,Beauty,Foundation,Foundation Eveniet,Kaira Solanki,South,111600.0,16186.35,14.503897849462366,3
2024-09-05,Electronics,Mobile,Mobile In,Jivika Andra,South,19193.0,1298.16,6.763715938102434,1
2025-07-06,Electronics,Camera,Camera Ipsa,Elakshi Singhal,South,25441.35,1419.79,5.58063939217062,1
2025-05-24,Electronics,Mobile,Mobile Fuga,Jivin Bora,North,123892.6,7564.37,6.105586612921191,2
2024-08-30,Toys,Board Game,Board Game Quam,Bhamini Karan,East,98448.0,18681.26,18.975763855030063,2
2023-10-31,Books,Fiction,Fiction Ut,Parinaaz Som,West,28303.35,5063.38,17.88968443664796,3
2023-12-18,Books,Comics,Comics Exercitationem,Shanaya Chatterjee,South,71644.5,16298.24,22.748766478934183,3
2025-07-21,Sports,Football,Football Provident,Neysa Sheth,South,134073.0,15987.45,11.924436687476227,2
2023-11-28,Books,Non-Fiction,Non-Fiction Tempore,Vivaan Verma,East,114194.0,17565.4,15.382069110461147,2
2023-12-17,Electronics,Smartwatch,Smartwatch Ipsam,Nehmat Hegde,North,100755.6,20731.39,20.575918360865302,2
2025-06-28,Groceries,Rice,Rice Quas,Eva Sahota,North,306908.0,43168.59,14.065645079307155,4
2025-09-16,Clothing,Kids Wear,Kids Wear Sed,Vivaan Bhardwaj,West,64257.45,13075.53,20.348659960829448,3
2025-04-08,Electronics,Camera,Camera Reprehenderit,Armaan Kaur,South,205929.6,14098.48,6.846262023526487,4
2024-12-14,Toys,Doll,Doll Soluta,Abram Shanker,South,248967.0,60565.21,24.326601517470188,5
2024-05-29,Home Decor,Vase,Vase Distinctio,Vanya Sangha,West,207160.8,47984.08,23.162721904916374,3
2024-03-26,Groceries,Sugar,Sugar Ipsum,Miraan Iyer,South,17615.4,3322.79,18.862983525778578,2
2024-08-16,Home Decor,Vase,Vase Laudantium,Krish Kaul,West,252495.0,36136.83,14.311899245529617,5
2025-04-11,Clothing,Shoes,Shoes Aliquid,Mannat Yohannan,West,168717.0,30407.97,18.02306228773627,3
2024-12-02,Books,Non-Fiction,Non-Fiction Molestiae,Darshit Barman,North,52715.2,2862.48,5.4300846814581,2
2023-10-08,Groceries,Sugar,Sugar Cupiditate,Samarth Chacko,East,12966.75,1413.68,10.902346385948677,5
2024-06-26,Electronics,Smartwatch,Smartwatch Consequatur,Abram Ram,East,294008.0,18131.14,6.166886615330195,4
2024-03-14,Clothing,Shoes,Shoes Quod,Baiju Kalla,East,127924.0,23531.26,18.394718739251427,4
2024-05-27,Electronics,Camera,Camera Itaque,Mannat Devan,East,173251.5,20003.56,11.54596641298921,3
2025-08-25,Beauty,Face Cream,Face Cream Quisquam,Anay Gokhale,East,277129.25,19592.83,7.069924953789614,5
2023-10-20,Books,Textbook,Textbook Voluptas,Hridaan Malhotra,North,104555.1,8656.02,8.278907485144197,3
2025-04-14,Books,Textbook,Textbook Doloribus,Mamooty Ghose,West,127184.0,26219.33,20.615273933828156,4
2024-04-19,Toys,RC Car,RC Car Voluptate,Baiju Amble,South,75354.2,17884.38,23.73375339397141,4
2025-01-29,Groceries,Sugar,Sugar Ratione,Priyansh Amble,South,23907.2,3202.55,13.395755253647437,1
2025-01-17,Electronics,Laptop,Laptop Aliquam,Aniruddh Sant,North,60813.0,12988.64,21.35832798908128,1
2024-05-24,Furniture,Table,Table Rem,Piya Bhandari,North,41121.3,7523.56,18.296016906080304,2
2024-01-14,Toys,RC Car,RC Car Omnis,Ayesha Jain,East,314356.0,31464.36,10.009148863072442,4
2025-08-04,Toys,RC Car,RC Car Veritatis,Gatik Boase,North,36016.8,6971.28,19.35563403744919,3
2024-09-23,Electronics,Mobile,Mobile Officiis,Biju Madan,West,41693.6,9104.77,21.837332348370015,1
2025-04-30,Beauty,Shampoo,Shampoo Reprehenderit,Alisha Khare,West,372713.5,82744.41,22.20054009312783,5
2024-09-15,Furniture,Sofa,Sofa Id,Yakshit Venkataraman,North,63919.8,8467.3,13.246756091226816,3
2025-08-25,Books,Biography,Biography Occaecati,Madhav Banik,East,66175.0,11936.89,18.038367963732526,5
2025-02-13,Groceries,Oil,Oil Quam,Jayan Mani,North,2204.05,348.96,15.832671672602707,1
2024-12-01,Clothing,Women's Wear,Women's Wear Quo,Anay Mander,North,48581.1,5848.49,12.038611723489176,1
2024-01-23,Electronics,Smartwatch,Smartwatch Animi,Ira Babu,South,76312.8,14690.23,19.250020966338543,2
2025-04-15,Beauty,Shampoo,Shampoo Vitae,Elakshi Mangat,West,70992.0,14671.13,20.665891931485238,4
2024-08-22,Home Decor,Vase,Vase Labore,Lavanya Gour,East,294333.75,42326.5,14.38044396879393,5
2024-08-23,Toys,Action Figure,Action Figure Dolores,Ahana  Rastogi,South,330.3,73.22,22.16772630941568,1
2025-01-30,Beauty,Perfume,Perfume Autem,Jivika Guha,West,146680.0,24225.08,16.515598581947096,5
2025-01-04,Sports,Football,Football Nulla,Priyansh Sane,West,148418.5,21233.06,14.3062084578405,5
2025-05-31,Groceries,Rice,Rice Reiciendis,Suhana Doshi,West,45757.8,3710.15,8.108235098715411,2
2024-05-16,Kitchen,Juicer,Juicer Molestiae,Indrajit Chawla,East,2668.0,611.55,22.92166416791604,4
2025-02-21,Clothing,Shoes,Shoes Fugit,Anaya Hegde,West,15175.8,2398.05,15.80180287035939,1
2025-08-23,Clothing,Accessories,Accessories Facilis,Mahika Kaul,North,313452.0,17200.72,5.487513239666679,5
2024-02-12,Toys,Action Figure,Action Figure Dicta,Ishaan Gopal,North,94601.6,8634.7,9.127435476778405,2
2023-11-27,Sports,Football,Football Dolor,Anika Saxena,West,95697.0,18209.59,19.028381244971108,5
2025-03-25,Books,Comics,Comics Omnis,Miraya Sengupta,South,133395.0,16580.96,12.429971138348513,5
2025-09-27,Clothing,Shoes,Shoes Cumque,Shalv Aurora,South,190349.6,45545.68,23.92738413949911,4
2024-04-29,Clothing,Men's Wear,Men's Wear Voluptatibus,Prisha Hayre,North,314068.5,73960.76,23.54924483034752,5
2024-10-16,Beauty,Shampoo,Shampoo Fugit,Gokul Bhatnagar,East,373500.0,43137.24,11.549461847389558,5
2025-01-09,Toys,RC Car,RC Car Maxime,Hridaan Rege,East,154464.0,27760.63,17.97223301222291,3
2025-08-22,Electronics,Smartwatch,Smartwatch Fugiat,Raghav Majumdar,North,51951.6,9561.42,18.40447647425681,2
2024-03-09,Sports,Cricket Bat,Cricket Bat Et,Renee Wali,North,12425.05,2530.81,20.36861018667933,1
2025-02-28,Toys,RC Car,RC Car Aperiam,Manjari Choudhry,South,31249.8,5557.7,17.784753822424463,3
2024-11-30,Kitchen,Cookware Set,Cookware Set Aliquam,Ahana  Chaudhry,North,129021.6,13193.29,10.225644388226469,3
2025-05-30,Books,Biography,Biography Explicabo,Vaibhav Sehgal,South,34648.8,8176.88,23.59931657084805,1
2025-07-26,Kitchen,Microwave,Microwave Aspernatur,Yasmin Doctor,West,124936.0,30082.52,24.07834411218544,2
2024-02-15,Clothing,Women's Wear,Women's Wear Incidunt,Yuvraj  Virk,East,275852.0,30755.32,11.149210446181286,4
2024-03-02,Clothing,Men's Wear,Men's Wear Ullam,Aarav Bahri,North,181929.6,41542.19,22.834211695073257,3
2024-08-16,Electronics,Camera,Camera In,Prerak Sahni,North,182707.2,42983.62,23.525958473448227,4
2025-03-12,Sports,Cricket Bat,Cricket Bat Illo,Ishita Sengupta,East,63353.9,14251.46,22.495000307794783,1
2023-11-16,Clothing,Shoes,Shoes Consequatur,Sahil Chauhan,East,86936.0,13752.97,15.819648937149166,5
2023-12-21,Beauty,Lipstick,Lipstick Cupiditate,Tushar Kakar,South,121773.0,23091.99,18.963144539429923,3
2024-08-17,Groceries,Rice,Rice Reiciendis,Samarth Reddy,East,62747.0,14325.64,22.83079669147529,4
2025-07-18,Home Decor,Lamp,Lamp Quaerat,Indrans Kata,East,231888.0,28056.3,12.099073690747257,5
